genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
rap cristiano,0.469395238,0.536638095,274842.9619,0.521438095,3.76E-06,0.217605714,-7.525085714,0.035398095,129.6889619,0.369952381,51.40952381,7,1
pop violin,0.469811047,0.427543153,227589.5819,0.503153846,0.284033915,0.279468182,-10.20197582,0.046475408,108.7861005,0.391977826,41.15705128,7,1
soul blues,0.470867068,0.581967723,248248.1403,0.443898752,0.055200906,0.198150467,-11.77287166,0.054114411,116.6687076,0.622359239,32.2495593,5,1
women's choir,0.47175,0.18,140320,0.48,8.88E-06,0.22625,-12.045,0.0455,139.104,0.217,36,7,1
oklahoma country,0.472358226,0.570690678,192350.4243,0.510426315,0.049367208,0.208899874,-9.634033149,0.047724749,120.3092588,0.586625063,37.27934234,7,1
timba,0.472375,0.687,277748.1875,0.6748125,7.75E-05,0.1094,-8.9376875,0.17515,102.345375,0.8753125,29.1875,6,1
indie cafe pop,0.472386369,0.572037879,218909.3485,0.422465859,0.005779197,0.138731566,-9.027352525,0.059791566,114.8603788,0.349883333,62.50050505,9,1
christelijk,0.473,0.478,298707,0.358,8.13E-05,0.243,-10.198,0.0319,88.649,0.268,35,9,0
deep latin alternative,0.473,0.562,244307,0.217,0,0.205,-20.723,0.034,109.843,0.691,42,4,1
canadian singer-songwriter,0.473075975,0.563056018,236940.071,0.463012576,0.035412294,0.185625958,-11.70557875,0.047118723,116.5397623,0.519443363,42.15981069,7,1
nova mpb,0.473455322,0.627877731,211570.5723,0.493151275,0.009510612,0.141150105,-11.13617689,0.064836618,116.0381818,0.602479062,44.82752101,2,1
portland indie,0.473746108,0.570310392,197952.4053,0.556349754,0.278482325,0.138613575,-9.823456908,0.041615613,108.2082643,0.523273197,45.40523106,2,1
melancholia,0.474228531,0.492334532,251797.7056,0.44363874,0.185749034,0.164879574,-11.96844686,0.043939406,120.2508288,0.40735177,44.1361436,9,1
italian pop,0.474371894,0.538317485,251010.7433,0.53898305,0.004331762,0.229546444,-10.33834187,0.07002827,123.8073271,0.526238659,47.19152483,0,1
makossa,0.475555556,0.631222222,486075.7778,0.608444444,0.116839222,0.109744444,-9.961666667,0.083566667,113.9746667,0.835555556,37.66666667,7,1
neoclassical darkwave,0.476067498,0.438448951,256422.597,0.408162536,0.49344805,0.125458491,-14.21590594,0.046950921,102.3414481,0.30800641,42.89918415,10,1
uk experimental electronic,0.476446565,0.650462963,318778.963,0.620256315,0.624750926,0.121425,-12.53817593,0.113798148,138.404,0.444389815,46.74074074,6,1
acoustic pop,0.476491519,0.533013665,236928.2349,0.488927026,0.043552277,0.156815655,-9.035846763,0.040324004,116.6117101,0.399205309,52.08179964,11,1
jazz orchestra,0.47691619,0.55884127,245332.7143,0.471698413,0.30624,0.160390476,-12.16669841,0.061465079,125.8782698,0.68715873,26.04761905,5,0
scottish fiddle,0.477333333,0.273333333,203857.6667,0.335,0.299366667,0.224,-11.201,0.0387,114.914,0.266,34,7,1
ambient idm,0.4775,0.3505,364264,0.5795,0.46250715,0.1205,-10.51,0.0575,150.4915,0.2385,56.5,0,1
opm,0.477614037,0.509077719,260941.6963,0.472171177,0.011454133,0.197489276,-9.854132838,0.039585267,122.9682803,0.366032571,50.43780808,7,1
video game music,0.477721953,0.3932969,214242.0462,0.475008085,0.589671245,0.148587115,-12.77298933,0.059558382,115.3748105,0.28749035,49.40909926,7,0
san marcos tx indie,0.479887556,0.493611111,233943.8222,0.609783333,0.091212756,0.232864444,-9.154777778,0.050781111,110.8368444,0.4931,45.73333333,6,1
technical deathcore,0.4800123,0.589,181145.5,0.65,0.000134,0.2635,-7.537,0.1008,112.2125,0.524,27.5,7,1
salsa venezolana,0.480612445,0.528765278,251946.0417,0.665424074,0.14921635,0.157010995,-9.6754375,0.049677894,116.1199144,0.708465856,43.15393519,7,1
pop quebecois,0.481,0.522,207307,0.534,8.20E-05,0.0949,-7.0715,0.04465,134.115,0.3875,53.5,9,1
belgian jazz,0.481214286,0.458714286,215247.8571,0.197214286,0.638367143,0.194921429,-19.64835714,0.055607143,91.7725,0.2424,29.78571429,5,1
swedish stoner rock,0.481895,0.446875,312030.5,0.454875,0.3575,0.1785,-11.306375,0.136225,112.806125,0.3485,24,1,1
pakistani folk,0.48325,0.578675,297733.55,0.38717,0.319567755,0.1014,-15.848325,0.0895325,119.3615,0.5930625,29.475,11,1
music box,0.483333333,0.754666667,116951.3333,0.639,0.000222933,0.099866667,-9.252333333,0.0787,107.3616667,0.508,51.33333333,2,1
arabesk,0.4835,0.495,249460,0.5725,3.05E-05,0.1106,-9.104,0.04475,140.4215,0.5535,40.5,0,1
hawaiian indie,0.483505,0.6352,213852.5,0.6474,0.00019493,0.11227,-10.0751,0.14735,117.3658,0.8384,20.9,7,1
polish metal,0.4835149,0.327,238626.5,0.53115,0.7515,0.0709,-14.9095,0.0621,132.0995,0.08105,52.5,1,1
canadian rockabilly,0.48425,0.572,167300,0.85775,0.01525,0.38135,-7.116,0.0809,108.023,0.73225,26,9,1
spiritual jazz,0.484510695,0.438435771,351922.2007,0.476630349,0.229991021,0.138632783,-13.12165187,0.083881134,104.4309168,0.451576605,27.50049603,5,1
indie game soundtrack,0.484790083,0.510916667,153541.25,0.493333333,0.585051333,0.136075,-11.44891667,0.059525,116.28375,0.46405,60.41666667,7,1
432hz,0.48507,0.33,1059273.25,0.46308375,0.4803925,0.1188625,-17.099,0.0862875,125.227125,0.217675,52.125,6,1
pop romantico,0.486249085,0.506114157,212051.4224,0.498376732,0.006492997,0.221855437,-9.761326069,0.040396124,113.1680353,0.53430207,40.84748149,7,1
romanian hip hop,0.487,0.724,212391,0.545666667,0,0.177433333,-6.428666667,0.053233333,94.657,0.884666667,60,7,1
classic swedish pop,0.48732375,0.554723958,203988.526,0.524232813,0.119012951,0.1489,-11.20660417,0.049303646,113.0094583,0.55328125,42.38541667,2,1
north carolina indie,0.487790068,0.477486486,210830.8784,0.409831081,0.001285241,0.161354054,-9.07352027,0.039184459,121.178223,0.322664865,48.30405405,7,1
sevillanas,0.488,0.687,220400,0.399,0,0.381,-5.908,0.0323,113.026,0.446,43,1,0
polish pop,0.489,0.592,179500,0.336,0,0.114,-13.906,0.0387,118.919,0.555,34,5,0
piano mpb,0.489445455,0.464505051,241895.7778,0.484414141,0.121685813,0.152346465,-14.4539697,0.058985859,118.2362525,0.552890909,34.03030303,6,0
ambeat,0.489602857,0.739928571,244001,0.635785714,0.261610857,0.137375,-7.470571429,0.116442857,99.02817857,0.659678571,48.46428571,10,1
classic colombian pop,0.491642899,0.680955406,191756.1331,0.502654223,0.047003079,0.150634714,-9.041452752,0.057785625,116.3173643,0.79207366,23.27708445,10,1
classic opm,0.491946445,0.496430993,267628.1959,0.432346734,0.010920302,0.19569831,-10.98903422,0.034865319,120.1683939,0.337836628,49.18711835,7,1
roda de samba,0.492,0.68475,167563.25,0.39775,9.45E-06,0.3234,-13.84,0.0734,105.40025,0.64475,43,7,1
sertanejo universitario,0.493184605,0.634814509,195305.7122,0.593940721,0.115951864,0.244124267,-8.290784658,0.06199338,118.2321722,0.710165424,32.43627989,7,1
pinoy alternative rap,0.49355,0.657666667,224191.1667,0.481666667,0.004329672,0.116716667,-7.51525,0.043758333,117.4805833,0.739166667,27.25,7,1
pinoy trap,0.49355,0.657666667,224191.1667,0.481666667,0.004329672,0.116716667,-7.51525,0.043758333,117.4805833,0.739166667,27.25,7,1
arkansas country,0.494172748,0.58092137,191217.149,0.499861877,0.009075108,0.212871939,-9.567246174,0.05354289,119.7563465,0.602370314,40.46331227,10,1
chicago soul,0.494617385,0.566280508,210115.6954,0.511830154,0.011839616,0.221437251,-10.34227096,0.054500117,117.9703525,0.700667098,31.86069383,7,1
neo-traditional country,0.49475,0.558916667,252868.0833,0.620916667,0.01000481,0.422583333,-8.163666667,0.050008333,118.42775,0.71925,30.66666667,7,1
mississippi indie,0.4948,0.49425,251581.5,0.46225,0.01498885,0.13775,-10.59975,0.07785,102.481,0.264025,45.75,11,1
traditional bluegrass,0.496027778,0.526438889,160127.0056,0.601316667,0.626633646,0.209135556,-11.60701667,0.036726667,129.3751667,0.780127778,19.18333333,2,1
cosmic american,0.496154065,0.500941258,215549.1037,0.494417782,0.086451663,0.19311834,-12.18782874,0.052349099,114.3385833,0.625176541,31.36243718,9,1
symphonic power metal,0.497111595,0.4765,264260,0.49975,0.38275,0.10875,-9.851,0.095275,156.57925,0.4535,23.25,7,1
australian singer-songwriter,0.497333333,0.621555556,199686.5556,0.483777778,1.54E-05,0.224,-9.994555556,0.0376,122.3357778,0.566222222,50.22222222,3,1
cancion melodica,0.497547059,0.526455497,222185.1731,0.515050104,0.003156737,0.210779353,-9.809322211,0.057736997,113.257958,0.577438875,41.48648398,2,1
classic polish pop,0.498,0.675666667,187144.3333,0.405,0.003253333,0.114333333,-10.77633333,0.043633333,111.1953333,0.707666667,41.66666667,5,0
indie quebecois,0.499333333,0.417666667,238130.1111,0.466777778,0.308477822,0.114544444,-15.35555556,0.0403,117.6548889,0.370333333,53.66666667,7,1
brazilian ska,0.5,0.32,172176,0.991,4.38E-06,0.226,-7.047,0.22,167.532,0.545,14,9,0
milwaukee indie,0.500832444,0.61,209444.8889,0.611111111,0.078926222,0.114711111,-9.143333333,0.039444444,94.99588889,0.532333333,53.33333333,7,1
circus,0.501,0.515,243080,0.573,0.3130155,0.2615,-12.2625,0.0341,112.03,0.5075,44,2,1
modern bollywood,0.501112109,0.63025005,284746.986,0.533984126,0.064924907,0.173450515,-9.871679549,0.087394587,107.9903298,0.627359136,34.87639618,7,1
venezuelan hip hop,0.501125,0.606125,280398.375,0.728125,0.086626289,0.339075,-6.245,0.252625,101.794625,0.50625,64.875,2,1
chicha,0.501734223,0.680553571,279731.3509,0.656723661,0.060993481,0.154532545,-8.209735268,0.053725134,116.8395183,0.840216964,47.821875,1,1
medieval folk,0.501953119,0.4330125,267303.5588,0.421829167,0.176104283,0.16016375,-10.55859861,0.042305,103.6235954,0.280241667,38.14074074,7,1
russian shoegaze,0.502,0.655,187820,0.653,0.75,0.0781,-7.488,0.0278,114.995,0.732,54,4,1
son cubano,0.502869048,0.591047619,260760.6369,0.500232143,0.118864783,0.1739,-11.35582738,0.046464881,108.8296071,0.749892857,36.80952381,7,1
rockabilly,0.50334141,0.558528139,165268.6808,0.608215001,0.061645809,0.208896448,-9.467118118,0.058779565,124.0204613,0.731090878,30.08133326,9,1
peruvian hip hop,0.5040625,0.6085625,294672.6875,0.7875625,0.043313144,0.2945375,-5.2525,0.2758125,138.8153125,0.587125,62.4375,11,1
vintage gospel,0.504475,0.484625,146999,0.502375,0.000104888,0.4345,-9.0295,0.0409,107.300875,0.529125,33.75,7,1
swedish indie folk,0.504755556,0.567777778,220598.5556,0.465444444,0.322701111,0.1082,-10.60844444,0.032666667,131.4236667,0.352777778,54.33333333,2,1
russian pop,0.505252857,0.551178571,248751.8286,0.470683571,0.034778571,0.208047857,-10.96027857,0.048342143,113.1457714,0.52965,38.38571429,7,0
deep latin christian,0.505666667,0.502722222,261871.3889,0.467333333,0.003115487,0.278355556,-10.20455556,0.036916667,90.24005556,0.381,50.72222222,7,1
lds youth,0.505669869,0.506251634,250565.2729,0.421351307,0.012505137,0.164719935,-8.806374183,0.039168627,119.5726275,0.317468954,53.79248366,2,1
modern jazz piano,0.505857143,0.508392857,336258.6429,0.234592857,0.577734695,0.163135714,-19.11875,0.110764286,97.46225,0.2157,46.60714286,5,1
brass band,0.505995417,0.562686111,259089.3472,0.529075,0.381591139,0.200766111,-10.4389,0.074097222,119.1825944,0.603022222,31.88333333,10,1
mpb,0.506526439,0.569113735,210680.7798,0.515910103,0.060587042,0.191319432,-11.09233141,0.061357373,117.4764004,0.631306331,41.06948955,2,1
spanish hip hop,0.507,0.611,308947,0.847,0,0.25,-4.26,0.299,175.836,0.668,60,11,0
classic norwegian pop,0.507433333,0.547666667,214364.3333,0.566333333,8.82E-05,0.103766667,-10.87266667,0.053133333,149.4976667,0.786333333,26.66666667,7,1
christian a cappella,0.50825,0.5085,269125.25,0.45675,5.84E-06,0.10695,-9.14825,0.0384,94.5695,0.378,36.25,10,1
new americana,0.508550967,0.529775419,240995.3389,0.480440804,0.046978282,0.171969479,-9.850368713,0.046304106,118.5283139,0.468894816,48.55565421,7,1
early reggae,0.508925,0.744361111,189972.6528,0.483,0.08278209,0.124269444,-10.26190278,0.121422222,105.4179306,0.798097222,28.15277778,0,1
soukous,0.509,0.596375,447845.5,0.49475,0.11504995,0.11675,-10.569625,0.0716125,113.077625,0.724,34,4,1
sertanejo,0.510015315,0.621655432,203115.5459,0.551531786,0.12871225,0.2115239,-9.348561844,0.055037419,118.2454635,0.713999311,37.99040806,7,1
old west,0.51082,0.4192,243070.6,0.6064,0.33424606,0.18612,-9.333,0.0501,136.1178,0.5648,35,2,0
small room,0.510908015,0.514788462,201799.8833,0.404469487,0.245396117,0.170137436,-12.68151282,0.056981026,125.0101577,0.370730513,54.78717949,11,1
japanese jazz fusion,0.51135,0.4935,246054,0.576,0.00091627,0.3755,-6.096,0.2147,122.939,0.43,34.5,11,1
kompa,0.5115,0.689,457573.5,0.5995,3.96E-05,0.1215,-11.328,0.12825,86.1115,0.737,36,9,0
christian uplift,0.511558667,0.473175,307148.025,0.432219167,0.005751201,0.139896667,-9.345745833,0.032038333,118.4260083,0.263990833,46.675,7,1
indie folk,0.511768771,0.539637575,241404.4165,0.475263652,0.084776223,0.158373244,-10.18523553,0.046622656,118.4353348,0.435454591,50.69642308,7,1
mandopop,0.51211163,0.552522598,271718.3515,0.460822604,0.00026864,0.171492043,-8.654063342,0.032483604,120.6814342,0.349006637,53.05179967,7,1
denver indie,0.5125,0.503666667,315520,0.533833333,0.13223441,0.332916667,-8.918,0.0466,127.3215,0.29015,42.66666667,6,1
british jazz,0.512922321,0.497935897,371147.7692,0.475776923,0.519717949,0.151555128,-12.63753205,0.049223077,115.9436538,0.528108974,39.3974359,11,1
singer-songwriter,0.512993072,0.536176787,237826.7342,0.42440517,0.042032007,0.182729161,-11.96011055,0.053988027,115.5814,0.483579288,39.25754976,9,1
mariachi cristiano,0.513565816,0.59692551,264275.5133,0.473170408,0.004245513,0.189101122,-9.727394898,0.038128571,134.1572612,0.540142857,43.14387755,5,1
german jazz,0.515,0.412784615,278003.4538,0.293292308,0.592349931,0.164183846,-16.58791538,0.037657692,116.5738538,0.402567692,35.90769231,7,1
hollywood,0.515039436,0.523655082,219960.2966,0.481081073,0.023826969,0.190645208,-9.8300596,0.119954972,120.8439676,0.467270422,47.62328215,7,1
bossa nova jazz,0.51525,0.611083333,380667.75,0.614,0.737466667,0.128675,-14.014,0.039908333,107.984,0.76625,34.16666667,5,1
israeli pop,0.515533673,0.607035714,234560.3138,0.525035714,0.001174746,0.14256284,-11.12634949,0.074442177,122.6317509,0.454198299,47.81292517,2,1
mindfulness,0.515833333,0.157183333,112176.5,0.657020633,0.863833333,0.7415,-20.4205,0.0446,68.60866667,0.005301667,60,1,1
saskatchewan indie,0.516559524,0.530083333,206673.9524,0.359678571,0.135292738,0.106672619,-10.98647619,0.041728571,108.0431071,0.499964286,54.5952381,7,1
gypsy punk,0.516833333,0.551833333,288635.5,0.473,0.036678233,0.22675,-8.4035,0.04085,113.8795,0.527433333,45,7,1
chilean indie,0.516996667,0.565416667,292276.75,0.528666667,0.168519353,0.152583333,-11.02883333,0.053491667,111.0441667,0.538583333,47.33333333,7,0
nl folk,0.517047403,0.604327273,191669.3825,0.595951299,0.000245463,0.311047338,-10.45207597,0.084611948,123.7166864,0.808601948,31.31883117,7,1
bow pop,0.517816662,0.432464091,245549.5863,0.440172108,0.401890107,0.179668973,-13.32414292,0.055886263,118.1143829,0.371873942,43.37010245,2,1
japanese classical,0.51845253,0.420746006,222874.3233,0.430598199,0.660752518,0.193753096,-12.59557735,0.045291062,112.169068,0.35948085,40.8998296,2,1
family gospel,0.5185,0.45925,260890.25,0.42825,2.14E-06,0.216325,-9.79275,0.079875,112.0715,0.30775,34.5,7,1
danish pop rock,0.519571429,0.4625,414004.2857,0.513892857,0.457251843,0.525378571,-11.21535714,0.037346429,120.8264286,0.483392857,43.75,10,1
south african jazz,0.51968254,0.576968254,216493.6667,0.354280952,0.243895271,0.22854127,-13.4818254,0.051290476,121.7004444,0.659126984,27.46031746,11,1
indonesian pop,0.519875,0.502916667,241956.5,0.403666667,0.012476443,0.1877,-10.68091667,0.043025,133.1601667,0.366666667,61,6,1
novelty,0.520098058,0.6160454,180362.9944,0.499342167,0.007951252,0.240720766,-11.05599932,0.166358418,125.0414334,0.745163059,26.06586786,9,1
sunshine pop,0.521054801,0.516351957,173807.7354,0.498590471,0.069964075,0.185028119,-10.81240071,0.047677639,118.8870965,0.602430989,31.63371677,9,1
ecuadorian pop,0.521139683,0.714190476,224557.1865,0.605337302,0.000387661,0.145014286,-8.205730159,0.070875,114.093873,0.67459127,56.67857143,7,1
tico,0.5215,0.6795,206000,0.4165,0.39450725,0.1035,-11.415,0.10095,125.995,0.2575,0,10,1
arab pop,0.521975307,0.575941032,352262.0946,0.501079607,0.068586828,0.159044103,-10.71513514,0.057635627,128.5497064,0.579291155,38.41031941,9,0
baile pop,0.522720535,0.590962583,204571.1536,0.509568724,0.01081843,0.203530866,-10.02917366,0.060822818,119.6072843,0.52300503,42.57515015,11,1
taiwan pop,0.522902292,0.554382428,255890.8049,0.396529529,0.001310039,0.156549384,-11.13622428,0.032864946,105.99914,0.393871558,45.86431159,7,1
salsa puertorriquena,0.523395663,0.648304834,293293.5074,0.656342167,0.022382102,0.174151554,-8.041128112,0.054423453,119.2044711,0.797623577,42.58452575,7,1
brazilian psychedelic,0.52366125,0.498525,216795.85,0.5281725,0.222923946,0.20648,-9.616658333,0.05357875,105.4350167,0.575141667,39.1,11,1
musique pour enfants,0.527,0.655,886120,0.3261,0.000138,0.234,-13.374,0.11775,109.697,0.527,35,0,1
classic korean pop,0.527121637,0.451649123,290304.8058,0.276389474,0.007477113,0.142477427,-13.79685965,0.033216374,115.1031614,0.271917895,13.07017544,7,1
swedish singer-songwriter,0.527388889,0.526919444,242876.5889,0.421261111,0.08095771,0.1881,-9.792911111,0.035469167,123.6733167,0.334444444,47.53333333,2,1
duluth indie,0.52888125,0.5225,210790.5,0.6880625,0.118048494,0.1922875,-7.6125,0.048725,117.6828125,0.6670625,49.5625,3,1
classic country pop,0.528886568,0.59028198,178961.6177,0.446053713,0.012628065,0.168788572,-11.71975232,0.040755827,116.033259,0.646443815,34.90834683,7,1
dunedin sound,0.529,0.595333333,207717.8333,0.517,0.224833333,0.247866667,-13.78233333,0.1759,130.4316667,0.632833333,38,3,1
rock-and-roll,0.529861895,0.550004535,165523.0534,0.546058238,0.050488972,0.204985681,-10.06121951,0.056666989,121.6992876,0.69525872,30.98729172,7,1
brazilian indie,0.531272222,0.623636111,193641.2056,0.467833056,0.012691787,0.191651111,-10.35417778,0.064863056,115.0465306,0.562172222,42.26111111,11,1
space ambient,0.531533333,0.38145,286698,0.336116667,0.852583333,0.089608333,-12.51983333,0.04555,95.33175,0.154583333,48.66666667,10,1
classic icelandic pop,0.532,0.56,407987,0.305,0.00775,0.665,-9.369,0.0278,139.953,0.0393,46,5,1
pinoy r&b,0.532803333,0.543777778,197400.7778,0.620111111,0.000266448,0.241444444,-6.176666667,0.075888889,102.7862222,0.394311111,39,6,0
salsa,0.534415243,0.639478428,286170.96,0.653686374,0.024340359,0.185214876,-8.146217073,0.05363235,116.0391215,0.820658131,39.43401946,7,1
modern samba,0.5345,0.71025,193943.25,0.43125,1.15E-05,0.09655,-12.291,0.0605,130.53375,0.80775,36.5,7,1
australian alternative pop,0.534625,0.5796,239996,0.34675,0.001126085,0.17493,-8.06305,0.047735,120.7563,0.23205,67.25,11,1
chillhop,0.535188113,0.711462197,153448.6978,0.392412122,0.417999731,0.166895241,-11.01443218,0.155045602,96.71478102,0.502517614,58.13684547,6,1
folk,0.535268862,0.530058381,230747.4966,0.41278735,0.039967851,0.1832841,-12.32246711,0.050232899,118.5415868,0.513852616,36.11802635,7,1
ranchera,0.535468545,0.596338737,198602.3369,0.456028406,0.021904082,0.187923399,-9.477943739,0.052942552,123.5193552,0.683736356,41.03074245,7,1
